year,qr,roe,wcoa,reoa,eoa,edr,dd,sr,vol,return
1985,0.030249798,0.14436403,0.172550435,0.083285599,0.187906561,1.109652413,3.164193527,0.550014474,0.348475678,0.192
,,,,,,,,,,
1985,0.641803383,0.032938011,0.675270639,0.323994369,0.271224447,37.57295146,1.145514136,0.242297567,0.791038347,0.192
,,,,,,,,,,
1985,0.370406527,0.025414929,0.556907272,0.294764351,0.346460004,34.11477582,1.716955493,0.405423826,0.471547201,0.191
,,,,,,,,,,
1985,0.058483674,0.1174196,0.399299617,0.356767758,0.10609971,2.048820399,5.787165192,0.949592869,0.200587217,0.19
,,,,,,,,,,
1985,0.620753963,0.137029703,0.667279456,0.270144443,0.140909634,3.694078694,3.083626387,0.541951813,0.351463333,0.19
,,,,,,,,,,
1985,0.113782463,0.066815757,0.68232621,0.639062577,0.227063375,13.45377633,6.559832427,1.32429477,0.142188749,0.188
,,,,,,,,,,
1985,3.006545455,0.101538462,0.864131492,0.542793231,0.226998638,34.03636364,1.549053309,0.297710699,0.621637523,0.185
,,,,,,,,,,
1985,5.989229341,0.041413434,0.390656674,0.107406612,0.043937784,3.70783564,3.674128064,0.750511439,0.244277867,0.183
,,,,,,,,,,
1985,0.770799426,-0.0341227,0.369712182,0.287863968,0.025756464,2.682204384,4.307955867,0.791708778,0.23119071,0.183
